#Query_id	Hit_xid	Hit_tcid	Hit_desc	Match_length	e-value	%_identity	Query_Length	Hit_Length	Query_Coverage	Hit_Coverage	Query_n_TMS	Hit_n_TMS	TM_Overlap_Score	Family_Abrv	Predicted_Substrate	row_number
14066	G0SBQ3	1.I.1.1.2	gnl|BL_ORD_ID|3655 gnl|TC-DB|G0SBQ3|1.I.1.1.2 Nucleoporin NSP1 OS=Chaetomium thermophilum (strain DSM 1495 / CBS 144.50 / IMI 039719) GN=NSP1 PE=3 SV=1	198	1.75419e-11	27.0	412	678	46.1	27.9	0	0	None	E-NPC	proteins, RNA	277
14140	G0SA56	1.I.1.1.2	gnl|BL_ORD_ID|3651 gnl|TC-DB|G0SA56|1.I.1.1.2 Protein MLP1 homolog OS=Chaetomium thermophilum (strain DSM 1495 / CBS 144.50 / IMI 039719) GN=MLP1 PE=3 SV=1	743	3.01182e-11	17.0	813	2085	87.5	34.4	0	0	None	E-NPC	proteins, RNA	278
8719	G0SBQ3	1.I.1.1.2	gnl|BL_ORD_ID|3655 gnl|TC-DB|G0SBQ3|1.I.1.1.2 Nucleoporin NSP1 OS=Chaetomium thermophilum (strain DSM 1495 / CBS 144.50 / IMI 039719) GN=NSP1 PE=3 SV=1	206	3.89136e-11	31.0	404	678	47.0	28.8	0	0	None	E-NPC	proteins, RNA	279
8697	G0SA56	1.I.1.1.2	gnl|BL_ORD_ID|3651 gnl|TC-DB|G0SA56|1.I.1.1.2 Protein MLP1 homolog OS=Chaetomium thermophilum (strain DSM 1495 / CBS 144.50 / IMI 039719) GN=MLP1 PE=3 SV=1	236	6.96917e-11	25.0	337	2085	68.2	10.6	0	0	None	E-NPC	proteins, RNA	280
14672	G0SBQ3	1.I.1.1.2	gnl|BL_ORD_ID|3655 gnl|TC-DB|G0SBQ3|1.I.1.1.2 Nucleoporin NSP1 OS=Chaetomium thermophilum (strain DSM 1495 / CBS 144.50 / IMI 039719) GN=NSP1 PE=3 SV=1	370	3.5214e-10	27.0	395	678	86.8	50.6	0	0	None	E-NPC	proteins, RNA	281
8389	G0SA56	1.I.1.1.2	gnl|BL_ORD_ID|3651 gnl|TC-DB|G0SA56|1.I.1.1.2 Protein MLP1 homolog OS=Chaetomium thermophilum (strain DSM 1495 / CBS 144.50 / IMI 039719) GN=MLP1 PE=3 SV=1	224	4.33792e-10	28.0	253	2085	82.6	10.3	0	0	None	E-NPC	proteins, RNA	282
11084	G0SA56	1.I.1.1.2	gnl|BL_ORD_ID|3651 gnl|TC-DB|G0SA56|1.I.1.1.2 Protein MLP1 homolog OS=Chaetomium thermophilum (strain DSM 1495 / CBS 144.50 / IMI 039719) GN=MLP1 PE=3 SV=1	252	5.91728e-10	24.0	254	2085	92.9	11.6	0	0	None	E-NPC	proteins, RNA	283
15750	G0SBQ3	1.I.1.1.2	gnl|BL_ORD_ID|3655 gnl|TC-DB|G0SBQ3|1.I.1.1.2 Nucleoporin NSP1 OS=Chaetomium thermophilum (strain DSM 1495 / CBS 144.50 / IMI 039719) GN=NSP1 PE=3 SV=1	211	1.17752e-09	28.0	364	678	55.8	29.5	0	0	None	E-NPC	proteins, RNA	284
14738	G0SBQ3	1.I.1.1.2	gnl|BL_ORD_ID|3655 gnl|TC-DB|G0SBQ3|1.I.1.1.2 Nucleoporin NSP1 OS=Chaetomium thermophilum (strain DSM 1495 / CBS 144.50 / IMI 039719) GN=NSP1 PE=3 SV=1	436	1.23342e-09	26.0	789	678	52.2	53.8	0	0	None	E-NPC	proteins, RNA	285
8688	G0SA56	1.I.1.1.2	gnl|BL_ORD_ID|3651 gnl|TC-DB|G0SA56|1.I.1.1.2 Protein MLP1 homolog OS=Chaetomium thermophilum (strain DSM 1495 / CBS 144.50 / IMI 039719) GN=MLP1 PE=3 SV=1	479	1.36194e-09	23.0	499	2085	86.8	22.5	0	0	None	E-NPC	proteins, RNA	286
16471	G0SA56	1.I.1.1.2	gnl|BL_ORD_ID|3651 gnl|TC-DB|G0SA56|1.I.1.1.2 Protein MLP1 homolog OS=Chaetomium thermophilum (strain DSM 1495 / CBS 144.50 / IMI 039719) GN=MLP1 PE=3 SV=1	392	2.58551e-09	23.0	455	2085	83.1	16.6	0	0	None	E-NPC	proteins, RNA	287
12946	G0SBS8	1.I.1.1.2	gnl|BL_ORD_ID|3656 gnl|TC-DB|G0SBS8|1.I.1.1.2 Nucleoporin NUP159 OS=Chaetomium thermophilum (strain DSM 1495 / CBS 144.50 / IMI 039719) GN=NUP159 PE=3 SV=1	154	2.77141e-09	31.0	156	1481	91.7	10.1	0	0	None	E-NPC	proteins, RNA	288
15107	G0SBQ3	1.I.1.1.2	gnl|BL_ORD_ID|3655 gnl|TC-DB|G0SBQ3|1.I.1.1.2 Nucleoporin NSP1 OS=Chaetomium thermophilum (strain DSM 1495 / CBS 144.50 / IMI 039719) GN=NSP1 PE=3 SV=1	305	3.54522e-09	25.0	637	678	44.4	41.2	0	0	None	E-NPC	proteins, RNA	289
9897	G0SBQ3	1.I.1.1.2	gnl|BL_ORD_ID|3655 gnl|TC-DB|G0SBQ3|1.I.1.1.2 Nucleoporin NSP1 OS=Chaetomium thermophilum (strain DSM 1495 / CBS 144.50 / IMI 039719) GN=NSP1 PE=3 SV=1	303	4.34169e-09	25.0	516	678	57.2	39.1	0	0	None	E-NPC	proteins, RNA	290
15289	G0SBS8	1.I.1.1.2	gnl|BL_ORD_ID|3656 gnl|TC-DB|G0SBS8|1.I.1.1.2 Nucleoporin NUP159 OS=Chaetomium thermophilum (strain DSM 1495 / CBS 144.50 / IMI 039719) GN=NUP159 PE=3 SV=1	157	8.40334e-09	29.0	257	1481	59.9	10.5	0	0	None	E-NPC	proteins, RNA	291
14412	G0SBQ3	1.I.1.1.2	gnl|BL_ORD_ID|3655 gnl|TC-DB|G0SBQ3|1.I.1.1.2 Nucleoporin NSP1 OS=Chaetomium thermophilum (strain DSM 1495 / CBS 144.50 / IMI 039719) GN=NSP1 PE=3 SV=1	183	8.5053e-09	27.0	228	678	78.5	25.1	0	0	None	E-NPC	proteins, RNA	292
15930	G0SBQ3	1.I.1.1.2	gnl|BL_ORD_ID|3655 gnl|TC-DB|G0SBQ3|1.I.1.1.2 Nucleoporin NSP1 OS=Chaetomium thermophilum (strain DSM 1495 / CBS 144.50 / IMI 039719) GN=NSP1 PE=3 SV=1	291	8.71085e-09	24.0	808	678	31.8	42.0	0	0	None	E-NPC	proteins, RNA	293
12945	G0SBQ3	1.I.1.1.2	gnl|BL_ORD_ID|3655 gnl|TC-DB|G0SBQ3|1.I.1.1.2 Nucleoporin NSP1 OS=Chaetomium thermophilum (strain DSM 1495 / CBS 144.50 / IMI 039719) GN=NSP1 PE=3 SV=1	182	2.07768e-08	29.0	180	678	95.0	24.9	0	0	None	E-NPC	proteins, RNA	294
14827	G0SBQ3	1.I.1.1.2	gnl|BL_ORD_ID|3655 gnl|TC-DB|G0SBQ3|1.I.1.1.2 Nucleoporin NSP1 OS=Chaetomium thermophilum (strain DSM 1495 / CBS 144.50 / IMI 039719) GN=NSP1 PE=3 SV=1	103	2.81237e-08	34.0	180	678	53.3	15.0	0	0	None	E-NPC	proteins, RNA	295
11759	G0SBQ3	1.I.1.1.2	gnl|BL_ORD_ID|3655 gnl|TC-DB|G0SBQ3|1.I.1.1.2 Nucleoporin NSP1 OS=Chaetomium thermophilum (strain DSM 1495 / CBS 144.50 / IMI 039719) GN=NSP1 PE=3 SV=1	169	3.05084e-08	32.0	170	678	88.2	24.2	0	0	None	E-NPC	proteins, RNA	296
12593	G0SBQ3	1.I.1.1.2	gnl|BL_ORD_ID|3655 gnl|TC-DB|G0SBQ3|1.I.1.1.2 Nucleoporin NSP1 OS=Chaetomium thermophilum (strain DSM 1495 / CBS 144.50 / IMI 039719) GN=NSP1 PE=3 SV=1	201	3.72172e-08	26.0	271	678	73.4	27.7	0	0	None	E-NPC	proteins, RNA	297
10917	G0SBS8	1.I.1.1.2	gnl|BL_ORD_ID|3656 gnl|TC-DB|G0SBS8|1.I.1.1.2 Nucleoporin NUP159 OS=Chaetomium thermophilum (strain DSM 1495 / CBS 144.50 / IMI 039719) GN=NUP159 PE=3 SV=1	180	7.86307e-08	28.0	373	1481	45.3	10.5	0	0	None	E-NPC	proteins, RNA	298
9692	G0SBQ3	1.I.1.1.2	gnl|BL_ORD_ID|3655 gnl|TC-DB|G0SBQ3|1.I.1.1.2 Nucleoporin NSP1 OS=Chaetomium thermophilum (strain DSM 1495 / CBS 144.50 / IMI 039719) GN=NSP1 PE=3 SV=1	318	1.04743e-07	26.0	673	678	43.7	44.0	0	0	None	E-NPC	proteins, RNA	299
16370	G0SBQ3	1.I.1.1.2	gnl|BL_ORD_ID|3655 gnl|TC-DB|G0SBQ3|1.I.1.1.2 Nucleoporin NSP1 OS=Chaetomium thermophilum (strain DSM 1495 / CBS 144.50 / IMI 039719) GN=NSP1 PE=3 SV=1	338	1.15406e-07	26.0	430	678	73.7	45.9	0	0	None	E-NPC	proteins, RNA	300
14918	G0SA60	1.I.1.1.2	gnl|BL_ORD_ID|3652 gnl|TC-DB|G0SA60|1.I.1.1.2 Protein transport protein SEC13 OS=Chaetomium thermophilum (strain DSM 1495 / CBS 144.50 / IMI 039719) GN=SEC13 PE=3 SV=2	180	1.62197e-07	28.0	861	308	19.0	54.2	0	0	None	E-NPC	proteins, RNA	301
12911	G0SBS8	1.I.1.1.2	gnl|BL_ORD_ID|3656 gnl|TC-DB|G0SBS8|1.I.1.1.2 Nucleoporin NUP159 OS=Chaetomium thermophilum (strain DSM 1495 / CBS 144.50 / IMI 039719) GN=NUP159 PE=3 SV=1	186	3.35018e-07	26.0	302	1481	48.7	12.5	0	0	None	E-NPC	proteins, RNA	302
15138	G0SBQ3	1.I.1.1.2	gnl|BL_ORD_ID|3655 gnl|TC-DB|G0SBQ3|1.I.1.1.2 Nucleoporin NSP1 OS=Chaetomium thermophilum (strain DSM 1495 / CBS 144.50 / IMI 039719) GN=NSP1 PE=3 SV=1	338	4.80487e-07	24.0	922	678	32.8	46.9	0	0	None	E-NPC	proteins, RNA	303
12203	G0SBS8	1.I.1.1.2	gnl|BL_ORD_ID|3656 gnl|TC-DB|G0SBS8|1.I.1.1.2 Nucleoporin NUP159 OS=Chaetomium thermophilum (strain DSM 1495 / CBS 144.50 / IMI 039719) GN=NUP159 PE=3 SV=1	536	4.90074e-07	21.0	657	1481	79.1	33.5	0	0	None	E-NPC	proteins, RNA	304
11552	G0S8I1	1.I.1.1.2	gnl|BL_ORD_ID|3649 gnl|TC-DB|G0S8I1|1.I.1.1.2 Nucleoporin NUP56 OS=Chaetomium thermophilum (strain DSM 1495 / CBS 144.50 / IMI 039719) GN=NUP56 PE=3 SV=1	214	6.85141e-07	26.0	360	524	48.6	39.3	0	0	None	E-NPC	proteins, RNA	305
12531	G0SBQ3	1.I.1.1.2	gnl|BL_ORD_ID|3655 gnl|TC-DB|G0SBQ3|1.I.1.1.2 Nucleoporin NSP1 OS=Chaetomium thermophilum (strain DSM 1495 / CBS 144.50 / IMI 039719) GN=NSP1 PE=3 SV=1	230	7.50406e-07	26.0	412	678	52.7	32.4	0	0	None	E-NPC	proteins, RNA	306
12276	G0SBS8	1.I.1.1.2	gnl|BL_ORD_ID|3656 gnl|TC-DB|G0SBS8|1.I.1.1.2 Nucleoporin NUP159 OS=Chaetomium thermophilum (strain DSM 1495 / CBS 144.50 / IMI 039719) GN=NUP159 PE=3 SV=1	131	7.96452e-07	31.0	227	1481	56.8	8.2	0	0	None	E-NPC	proteins, RNA	307
11974	G0SA56	1.I.1.1.2	gnl|BL_ORD_ID|3651 gnl|TC-DB|G0SA56|1.I.1.1.2 Protein MLP1 homolog OS=Chaetomium thermophilum (strain DSM 1495 / CBS 144.50 / IMI 039719) GN=MLP1 PE=3 SV=1	166	8.10211e-07	29.0	272	2085	60.7	7.1	0	0	None	E-NPC	proteins, RNA	308
13787	G0SBQ3	1.I.1.1.2	gnl|BL_ORD_ID|3655 gnl|TC-DB|G0SBQ3|1.I.1.1.2 Nucleoporin NSP1 OS=Chaetomium thermophilum (strain DSM 1495 / CBS 144.50 / IMI 039719) GN=NSP1 PE=3 SV=1	263	1.10292e-06	24.0	437	678	51.9	37.8	0	0	None	E-NPC	proteins, RNA	309
12404	G0SBQ3	1.I.1.1.2	gnl|BL_ORD_ID|3655 gnl|TC-DB|G0SBQ3|1.I.1.1.2 Nucleoporin NSP1 OS=Chaetomium thermophilum (strain DSM 1495 / CBS 144.50 / IMI 039719) GN=NSP1 PE=3 SV=1	128	2.32301e-06	34.0	160	678	74.4	17.4	0	0	None	E-NPC	proteins, RNA	310
12067	G0SBS8	1.I.1.1.2	gnl|BL_ORD_ID|3656 gnl|TC-DB|G0SBS8|1.I.1.1.2 Nucleoporin NUP159 OS=Chaetomium thermophilum (strain DSM 1495 / CBS 144.50 / IMI 039719) GN=NUP159 PE=3 SV=1	144	3.46453e-06	28.0	277	1481	48.0	8.8	0	0	None	E-NPC	proteins, RNA	311
14164	G0SBS8	1.I.1.1.2	gnl|BL_ORD_ID|3656 gnl|TC-DB|G0SBS8|1.I.1.1.2 Nucleoporin NUP159 OS=Chaetomium thermophilum (strain DSM 1495 / CBS 144.50 / IMI 039719) GN=NUP159 PE=3 SV=1	135	9.54706e-06	28.0	295	1481	45.4	8.4	0	0	None	E-NPC	proteins, RNA	312
13279	G0SBS8	1.I.1.1.2	gnl|BL_ORD_ID|3656 gnl|TC-DB|G0SBS8|1.I.1.1.2 Nucleoporin NUP159 OS=Chaetomium thermophilum (strain DSM 1495 / CBS 144.50 / IMI 039719) GN=NUP159 PE=3 SV=1	311	1.18407e-05	24.0	372	1481	79.3	19.6	0	0	None	E-NPC	proteins, RNA	313
12508	G0S381	1.I.1.1.2	gnl|BL_ORD_ID|3640 gnl|TC-DB|G0S381|1.I.1.1.2 Nucleoporin AMO1 OS=Chaetomium thermophilum (strain DSM 1495 / CBS 144.50 / IMI 039719) GN=AMO1 PE=3 SV=1	166	1.55817e-05	27.0	312	557	42.6	29.1	0	0	None	E-NPC	proteins, RNA	314
8622	G0S8I1	1.I.1.1.2	gnl|BL_ORD_ID|3649 gnl|TC-DB|G0S8I1|1.I.1.1.2 Nucleoporin NUP56 OS=Chaetomium thermophilum (strain DSM 1495 / CBS 144.50 / IMI 039719) GN=NUP56 PE=3 SV=1	198	1.70556e-05	28.0	229	524	75.1	36.5	0	0	None	E-NPC	proteins, RNA	315
11906	G0SA56	1.I.1.1.2	gnl|BL_ORD_ID|3651 gnl|TC-DB|G0SA56|1.I.1.1.2 Protein MLP1 homolog OS=Chaetomium thermophilum (strain DSM 1495 / CBS 144.50 / IMI 039719) GN=MLP1 PE=3 SV=1	193	2.8998e-05	23.0	175	2085	92.0	9.2	0	0	None	E-NPC	proteins, RNA	316
14127	G0SA56	1.I.1.1.2	gnl|BL_ORD_ID|3651 gnl|TC-DB|G0SA56|1.I.1.1.2 Protein MLP1 homolog OS=Chaetomium thermophilum (strain DSM 1495 / CBS 144.50 / IMI 039719) GN=MLP1 PE=3 SV=1	208	4.25515e-05	25.0	345	2085	58.3	9.5	0	0	None	E-NPC	proteins, RNA	317
14759	G0SA56	1.I.1.1.2	gnl|BL_ORD_ID|3651 gnl|TC-DB|G0SA56|1.I.1.1.2 Protein MLP1 homolog OS=Chaetomium thermophilum (strain DSM 1495 / CBS 144.50 / IMI 039719) GN=MLP1 PE=3 SV=1	169	5.14869e-05	25.0	330	2085	50.3	7.3	0	0	None	E-NPC	proteins, RNA	318
10926	G0SBQ3	1.I.1.1.2	gnl|BL_ORD_ID|3655 gnl|TC-DB|G0SBQ3|1.I.1.1.2 Nucleoporin NSP1 OS=Chaetomium thermophilum (strain DSM 1495 / CBS 144.50 / IMI 039719) GN=NSP1 PE=3 SV=1	273	5.61217e-05	24.0	326	678	80.4	35.4	0	0	None	E-NPC	proteins, RNA	319
11548	G0SBS8	1.I.1.1.2	gnl|BL_ORD_ID|3656 gnl|TC-DB|G0SBS8|1.I.1.1.2 Nucleoporin NUP159 OS=Chaetomium thermophilum (strain DSM 1495 / CBS 144.50 / IMI 039719) GN=NUP159 PE=3 SV=1	142	5.68685e-05	27.0	307	1481	44.3	9.5	0	0	None	E-NPC	proteins, RNA	320
14704	G0SA56	1.I.1.1.2	gnl|BL_ORD_ID|3651 gnl|TC-DB|G0SA56|1.I.1.1.2 Protein MLP1 homolog OS=Chaetomium thermophilum (strain DSM 1495 / CBS 144.50 / IMI 039719) GN=MLP1 PE=3 SV=1	172	7.92478e-05	24.0	310	2085	41.3	8.1	0	0	None	E-NPC	proteins, RNA	321
12215	G0SBS8	1.I.1.1.2	gnl|BL_ORD_ID|3656 gnl|TC-DB|G0SBS8|1.I.1.1.2 Nucleoporin NUP159 OS=Chaetomium thermophilum (strain DSM 1495 / CBS 144.50 / IMI 039719) GN=NUP159 PE=3 SV=1	147	9.6472e-05	27.0	214	1481	62.1	9.7	0	0	None	E-NPC	proteins, RNA	322
9661	G0SBS8	1.I.1.1.2	gnl|BL_ORD_ID|3656 gnl|TC-DB|G0SBS8|1.I.1.1.2 Nucleoporin NUP159 OS=Chaetomium thermophilum (strain DSM 1495 / CBS 144.50 / IMI 039719) GN=NUP159 PE=3 SV=1	194	0.000130101	24.0	268	1481	71.3	11.4	0	0	None	E-NPC	proteins, RNA	323
11549	G0SBS8	1.I.1.1.2	gnl|BL_ORD_ID|3656 gnl|TC-DB|G0SBS8|1.I.1.1.2 Nucleoporin NUP159 OS=Chaetomium thermophilum (strain DSM 1495 / CBS 144.50 / IMI 039719) GN=NUP159 PE=3 SV=1	216	0.000155586	25.0	461	1481	45.1	12.7	0	0	None	E-NPC	proteins, RNA	324
16150	G0SBQ3	1.I.1.1.2	gnl|BL_ORD_ID|3655 gnl|TC-DB|G0SBQ3|1.I.1.1.2 Nucleoporin NSP1 OS=Chaetomium thermophilum (strain DSM 1495 / CBS 144.50 / IMI 039719) GN=NSP1 PE=3 SV=1	116	0.000208699	30.0	174	678	52.3	17.0	0	0	None	E-NPC	proteins, RNA	325
10386	G0SA56	1.I.1.1.2	gnl|BL_ORD_ID|3651 gnl|TC-DB|G0SA56|1.I.1.1.2 Protein MLP1 homolog OS=Chaetomium thermophilum (strain DSM 1495 / CBS 144.50 / IMI 039719) GN=MLP1 PE=3 SV=1	453	0.000234861	20.0	494	2085	89.3	20.1	0	0	None	E-NPC	proteins, RNA	326
9264	G0S7R3	1.I.1.1.2	gnl|BL_ORD_ID|3648 gnl|TC-DB|G0S7R3|1.I.1.1.2 Nucleoporin POM34 OS=Chaetomium thermophilum (strain DSM 1495 / CBS 144.50 / IMI 039719) GN=POM34 PE=3 SV=2	156	0.000247313	29.0	349	326	39.5	46.3	0	0	None	E-NPC	proteins, RNA	327
12365	G0SBS8	1.I.1.1.2	gnl|BL_ORD_ID|3656 gnl|TC-DB|G0SBS8|1.I.1.1.2 Nucleoporin NUP159 OS=Chaetomium thermophilum (strain DSM 1495 / CBS 144.50 / IMI 039719) GN=NUP159 PE=3 SV=1	177	0.000338419	27.0	180	1481	83.9	11.5	0	0	None	E-NPC	proteins, RNA	328
14927	G0SDP9	1.I.1.1.2	gnl|BL_ORD_ID|3657 gnl|TC-DB|G0SDP9|1.I.1.1.2 Nucleoporin NUP152 OS=Chaetomium thermophilum (strain DSM 1495 / CBS 144.50 / IMI 039719) GN=NUP152 PE=3 SV=1	163	0.000460122	26.0	200	1463	70.0	10.9	0	0	None	E-NPC	proteins, RNA	329
12903	G0SA56	1.I.1.1.2	gnl|BL_ORD_ID|3651 gnl|TC-DB|G0SA56|1.I.1.1.2 Protein MLP1 homolog OS=Chaetomium thermophilum (strain DSM 1495 / CBS 144.50 / IMI 039719) GN=MLP1 PE=3 SV=1	85	0.000477154	36.0	201	2085	40.3	3.8	0	0	None	E-NPC	proteins, RNA	330
13200	G0SA56	1.I.1.1.2	gnl|BL_ORD_ID|3651 gnl|TC-DB|G0SA56|1.I.1.1.2 Protein MLP1 homolog OS=Chaetomium thermophilum (strain DSM 1495 / CBS 144.50 / IMI 039719) GN=MLP1 PE=3 SV=1	229	0.000785833	22.0	217	2085	99.1	9.8	0	0	None	E-NPC	proteins, RNA	331
10624	Q14974	1.I.1.1.3	gnl|BL_ORD_ID|9892 gnl|TC-DB|Q14974|1.I.1.1.3 Importin subunit beta-1 OS=Homo sapiens GN=KPNB1 PE=1 SV=2	878	0.0	43.0	866	876	99.3	99.9	0	0	None	E-NPC	proteins, RNA	332
15034	P55060	1.I.1.1.3	gnl|BL_ORD_ID|8497 gnl|TC-DB|P55060|1.I.1.1.3 Exportin-2 OS=Homo sapiens GN=CSE1L PE=1 SV=3	999	0.0	41.0	987	971	99.6	99.3	0	0	None	E-NPC	proteins, RNA	333
16678	Q92973	1.I.1.1.3	gnl|BL_ORD_ID|13685 gnl|TC-DB|Q92973|1.I.1.1.3 Transportin-1 OS=Homo sapiens GN=TNPO1 PE=1 SV=2	919	0.0	47.0	922	898	99.5	98.6	0	0	None	E-NPC	proteins, RNA	334
13557	O14980	1.I.1.1.3	gnl|BL_ORD_ID|5136 gnl|TC-DB|O14980|1.I.1.1.3 Exportin-1 OS=Homo sapiens GN=XPO1 PE=1 SV=1	1065	0.0	54.0	1076	1071	98.7	97.9	0	0	None	E-NPC	proteins, RNA	335
13760	O15131	1.I.1.1.3	gnl|BL_ORD_ID|5140 gnl|TC-DB|O15131|1.I.1.1.3 Importin subunit alpha-6 OS=Homo sapiens GN=KPNA5 PE=1 SV=2	530	0.0	59.0	531	536	97.2	97.8	0	0	None	E-NPC	proteins, RNA	336
12340	O00571	1.I.1.1.3	gnl|BL_ORD_ID|4994 gnl|TC-DB|O00571|1.I.1.1.3 ATP-dependent RNA helicase DDX3X OS=Homo sapiens GN=DDX3X PE=1 SV=3	657	0.0	52.0	660	662	97.6	96.2	0	0	None	E-NPC	proteins, RNA	337
15801	O00159	1.I.1.1.3	gnl|BL_ORD_ID|4975 gnl|TC-DB|O00159|1.I.1.1.3 Unconventional myosin-Ic OS=Homo sapiens GN=MYO1C PE=1 SV=4	745	0.0	43.0	1393	1063	51.5	68.4	0	0	None	E-NPC	proteins, RNA	338
12279	Q9UMR2	1.I.1.1.3	gnl|BL_ORD_ID|15314 gnl|TC-DB|Q9UMR2|1.I.1.1.3 ATP-dependent RNA helicase DDX19B OS=Homo sapiens GN=DDX19B PE=1 SV=1	472	3.73357e-140	46.0	477	479	97.7	96.0	0	0	None	E-NPC	proteins, RNA	339
11854	P06493	1.I.1.1.3	gnl|BL_ORD_ID|6206 gnl|TC-DB|P06493|1.I.1.1.3 Cyclin-dependent kinase 1 OS=Homo sapiens GN=CDK1 PE=1 SV=3	288	2.44509e-132	60.0	297	297	96.6	96.6	0	0	None	E-NPC	proteins, RNA	340
11605	O00159	1.I.1.1.3	gnl|BL_ORD_ID|4975 gnl|TC-DB|O00159|1.I.1.1.3 Unconventional myosin-Ic OS=Homo sapiens GN=MYO1C PE=1 SV=4	808	3.80757e-128	34.0	2059	1063	38.5	70.6	0	0	None	E-NPC	proteins, RNA	341
11721	O00159	1.I.1.1.3	gnl|BL_ORD_ID|4975 gnl|TC-DB|O00159|1.I.1.1.3 Unconventional myosin-Ic OS=Homo sapiens GN=MYO1C PE=1 SV=4	826	5.76001e-119	33.0	1639	1063	49.7	72.5	0	0	None	E-NPC	proteins, RNA	342
10822	O00571	1.I.1.1.3	gnl|BL_ORD_ID|4994 gnl|TC-DB|O00571|1.I.1.1.3 ATP-dependent RNA helicase DDX3X OS=Homo sapiens GN=DDX3X PE=1 SV=3	609	1.05586e-116	38.0	555	662	96.0	90.6	0	0	None	E-NPC	proteins, RNA	343
8816	Q8TEX9	1.I.1.1.3	gnl|BL_ORD_ID|13372 gnl|TC-DB|Q8TEX9|1.I.1.1.3 Importin-4 OS=Homo sapiens GN=IPO4 PE=1 SV=2	1064	2.52086e-115	29.0	1097	1081	94.2	94.8	0	0	None	E-NPC	proteins, RNA	344
11651	Q96P70	1.I.1.1.3	gnl|BL_ORD_ID|13945 gnl|TC-DB|Q96P70|1.I.1.1.3 Importin-9 OS=Homo sapiens GN=IPO9 PE=1 SV=3	1060	5.4149e-115	28.0	1059	1041	98.7	97.1	0	0	None	E-NPC	proteins, RNA	345
9071	O95373	1.I.1.1.3	gnl|BL_ORD_ID|5939 gnl|TC-DB|O95373|1.I.1.1.3 Importin-7 OS=Homo sapiens GN=IPO7 PE=1 SV=1	1062	1.39193e-112	27.0	1079	1038	96.3	95.0	0	0	None	E-NPC	proteins, RNA	346
13070	P06493	1.I.1.1.3	gnl|BL_ORD_ID|6206 gnl|TC-DB|P06493|1.I.1.1.3 Cyclin-dependent kinase 1 OS=Homo sapiens GN=CDK1 PE=1 SV=3	332	2.08003e-108	50.0	432	297	76.6	96.6	0	0	None	E-NPC	proteins, RNA	347
12292	Q9UI26	1.I.1.1.3	gnl|BL_ORD_ID|15286 gnl|TC-DB|Q9UI26|1.I.1.1.3 Importin-11 OS=Homo sapiens GN=IPO11 PE=1 SV=1	1016	2.34366e-105	27.0	976	975	98.8	99.3	0	0	None	E-NPC	proteins, RNA	348
16147	P06493	1.I.1.1.3	gnl|BL_ORD_ID|6206 gnl|TC-DB|P06493|1.I.1.1.3 Cyclin-dependent kinase 1 OS=Homo sapiens GN=CDK1 PE=1 SV=3	288	1.43898e-100	52.0	329	297	86.9	96.0	0	0	None	E-NPC	proteins, RNA	349
16787	Q92621	1.I.1.1.3	gnl|BL_ORD_ID|13674 gnl|TC-DB|Q92621|1.I.1.1.3 Nuclear pore complex protein Nup205 OS=Homo sapiens GN=NUP205 PE=1 SV=3	1855	2.5638e-99	24.0	2000	2012	88.2	81.9	0	0	None	E-NPC	proteins, RNA	350
11224	O43592	1.I.1.1.3	gnl|BL_ORD_ID|5454 gnl|TC-DB|O43592|1.I.1.1.3 Exportin-T OS=Homo sapiens GN=XPOT PE=1 SV=2	1101	5.65315e-94	25.0	1107	962	98.1	99.2	0	0	None	E-NPC	proteins, RNA	351
11561	O00571	1.I.1.1.3	gnl|BL_ORD_ID|4994 gnl|TC-DB|O00571|1.I.1.1.3 ATP-dependent RNA helicase DDX3X OS=Homo sapiens GN=DDX3X PE=1 SV=3	416	1.56496e-87	38.0	638	662	62.4	61.5	0	0	None	E-NPC	proteins, RNA	352
12010	P06493	1.I.1.1.3	gnl|BL_ORD_ID|6206 gnl|TC-DB|P06493|1.I.1.1.3 Cyclin-dependent kinase 1 OS=Homo sapiens GN=CDK1 PE=1 SV=3	290	2.46292e-81	43.0	430	297	66.7	96.0	0	0	None	E-NPC	proteins, RNA	353
12160	O00571	1.I.1.1.3	gnl|BL_ORD_ID|4994 gnl|TC-DB|O00571|1.I.1.1.3 ATP-dependent RNA helicase DDX3X OS=Homo sapiens GN=DDX3X PE=1 SV=3	462	1.6549e-77	36.0	1288	662	34.1	68.7	0	0	None	E-NPC	proteins, RNA	354
15123	P46060	1.I.1.1.3	gnl|BL_ORD_ID|8177 gnl|TC-DB|P46060|1.I.1.1.3 Ran GTPase-activating protein 1 OS=Homo sapiens GN=RANGAP1 PE=1 SV=1	387	2.50124e-77	42.0	395	587	97.0	64.6	0	0	None	E-NPC	proteins, RNA	355
16242	P06493	1.I.1.1.3	gnl|BL_ORD_ID|6206 gnl|TC-DB|P06493|1.I.1.1.3 Cyclin-dependent kinase 1 OS=Homo sapiens GN=CDK1 PE=1 SV=3	285	2.69436e-77	43.0	362	297	77.6	95.6	0	0	None	E-NPC	proteins, RNA	356
