proteinId	transcriptId
541155	541306
541161	541312
541175	541326
541184	541335
541199	541350
541218	541369
541222	541373
541236	541387
541239	541390
541255	541406
541273	541424
541287	541438
541302	541453
541311	541462
541323	541474
541328	541479
541331	541482
541340	541491
541349	541500
541358	541509
541359	541510
541371	541522
541374	541525
541375	541526
541377	541528
541378	541529
541385	541536
541403	541554
541412	541563
541444	541595
541454	541605
541463	541614
541480	541631
541489	541640
541496	541647
541502	541653
541504	541655
541512	541663
541521	541672
541549	541700
541556	541707
541566	541717
541575	541726
541588	541739
541595	541746
541620	541771
541643	541794
541647	541798
541663	541814
541664	541815
541677	541828
541685	541836
541691	541842
541729	541880
541735	541886
541736	541887
541770	541921
541793	541944
541804	541955
541806	541957
541834	541985
541847	541998
541896	542047
541901	542052
541927	542078
541953	542104
541964	542115
541982	542133
542008	542159
542024	542175
542027	542178
542059	542210
542065	542216
542077	542228
542080	542231
542081	542232
542084	542235
542086	542237
542090	542241
542096	542247
542106	542257
542112	542263
542118	542269
542124	542275
542132	542283
542135	542286
542157	542308
542158	542309
542164	542315
542191	542342
542195	542346
542196	542347
542199	542350
542205	542356
542211	542362
542215	542366
542231	542382
542233	542384
542240	542391
542255	542406
542257	542408
542262	542413
542275	542426
542276	542427
542280	542431
542282	542433
542285	542436
542288	542439
542292	542443
542302	542453
542309	542460
542316	542467
542322	542473
542329	542480
542336	542487
542354	542505
542358	542509
542361	542512
542390	542541
542397	542548
542403	542554
542407	542558
542411	542562
542415	542566
542419	542570
542423	542574
542432	542583
542436	542587
542445	542596
542449	542600
542458	542609
542471	542622
542476	542627
542485	542636
542500	542651
542502	542653
542512	542663
542522	542673
542529	542680
542535	542686
542539	542690
542540	542691
542559	542710
542564	542715
542583	542734
542597	542748
542599	542750
542602	542753
542607	542758
542612	542763
542613	542764
542618	542769
542622	542773
542632	542783
542635	542786
542639	542790
542644	542795
542649	542800
542659	542810
542663	542814
542668	542819
542672	542823
542678	542829
542688	542839
542689	542840
542693	542844
542698	542849
542702	542853
542712	542863
542718	542869
542723	542874
542730	542881
542735	542886
542741	542892
542751	542902
542753	542904
542762	542913
542764	542915
542770	542921
542773	542924
542784	542935
542788	542939
542789	542940
542812	542963
542817	542968
542853	543004
542876	543027
542884	543035
542890	543041
542898	543049
542903	543054
542907	543058
542945	543096
542958	543109
542968	543119
542970	543121
542977	543128
543000	543151
543010	543161
543018	543169
543025	543176
543031	543182
543033	543184
543048	543199
543052	543203
543057	543208
543063	543214
543099	543250
543141	543292
543146	543297
543162	543313
543181	543332
543187	543338
543195	543346
543202	543353
543237	543388
543244	543395
543251	543402
543258	543409
543261	543412
543264	543415
543314	543465
543326	543477
543353	543504
543375	543526
543391	543542
543392	543543
543393	543544
543400	543551
543408	543559
543409	543560
543417	543568
543418	543569
543421	543572
543430	543581
543435	543586
543442	543593
543451	543602
543460	543611
543461	543612
543470	543621
543503	543654
543509	543660
543530	543681
543537	543688
543559	543710
543568	543719
543621	543772
543636	543787
543667	543818
543675	543826
543701	543852
543711	543862
543720	543871
543749	543900
543764	543915
543775	543926
543798	543949
543803	543954
543815	543966
543823	543974
543866	544017
543891	544042
543933	544084
543937	544088
543951	544102
543955	544106
543959	544110
543963	544114
543967	544118
543974	544125
543981	544132
543987	544138
543992	544143
543996	544147
544011	544162
544015	544166
544027	544178
544037	544188
544041	544192
544043	544194
544064	544215
544073	544224
544088	544239
544107	544258
544111	544262
544126	544277
544167	544318
544196	544347
544218	544369
544220	544371
544225	544376
544226	544377
544230	544381
544241	544392
544257	544408
544258	544409
544271	544422
544274	544425
544281	544432
544292	544443
544293	544444
544342	544493
544353	544504
544354	544505
544376	544527
544378	544529
544393	544544
544422	544573
544423	544574
544425	544576
544434	544585
544440	544591
544472	544623
544491	544642
544496	544647
544538	544689
544539	544690
544542	544693
544551	544702
544561	544712
544568	544719
544586	544737
544589	544740
544609	544760
544610	544761
544646	544797
544655	544806
544658	544809
544681	544832
544707	544858
544770	544921
544778	544929
544793	544944
544811	544962
544828	544979
544829	544980
544873	545024
544893	545044
544904	545055
544928	545079
544932	545083
544964	545115
544978	545129
544996	545147
545009	545160
545018	545169
545031	545182
545042	545193
545048	545199
545099	545250
545110	545261
545117	545268
545120	545271
545139	545290
545162	545313
545181	545332
545191	545342
545215	545366
545223	545374
545242	545393
545260	545411
545291	545442
545301	545452
545308	545459
545316	545467
545331	545482
545333	545484
545354	545505
545367	545518
545386	545537
545394	545545
545402	545553
545421	545572
545422	545573
545429	545580
545441	545592
545445	545596
545493	545644
545498	545649
545507	545658
545511	545662
545515	545666
545519	545670
545523	545674
545538	545689
545543	545694
545553	545704
545559	545710
545564	545715
545582	545733
545586	545737
545590	545741
545597	545748
545599	545750
545651	545802
545656	545807
545666	545817
545674	545825
545685	545836
545686	545837
545690	545841
545696	545847
545704	545855
545713	545864
545714	545865
545717	545868
545766	545917
545836	545987
545879	546030
545881	546032
545907	546058
545923	546074
546002	546153
546018	546169
546151	546302
546228	546379
546538	546689
546631	546782
546667	546818
547006	547157
547110	547261
547222	547373
547238	547389
547260	547411
547298	547449
547540	547691
547578	547729
547770	547921
547832	547983
547833	547984
547888	548039
547921	548072
547928	548079
547936	548087
548002	548153
548061	548212
548276	548427
548379	548530
548394	548545
548395	548546
548493	548644
548521	548672
548522	548673
548574	548725
548591	548742
548607	548758
548624	548775
548669	548820
548685	548836
548819	548970
548829	548980
548909	549060
548977	549128
549043	549194
549113	549264
549125	549276
549133	549284
549137	549288
549144	549295
549147	549298
549150	549301
549163	549314
549176	549327
549184	549335
549189	549340
549192	549343
549216	549367
549227	549378
549237	549388
549290	549441
549328	549479
549349	549500
549402	549553
549411	549562
549443	549594
549444	549595
549450	549601
549459	549610
549468	549619
549477	549628
549483	549634
549484	549635
549488	549639
549493	549644
549499	549650
549518	549669
549527	549678
549545	549696
549584	549735
549594	549745
549602	549753
549620	549771
549624	549775
549625	549776
549630	549781
549635	549786
549641	549792
549678	549829
549698	549849
549708	549859
549711	549862
549712	549863
549715	549866
549718	549869
549721	549872
549733	549884
549739	549890
549747	549898
549769	549920
549809	549960
549850	550001
549870	550021
549886	550037
549887	550038
549895	550046
549897	550048
549898	550049
549908	550059
549912	550063
549919	550070
549926	550077
549931	550082
549951	550102
549957	550108
549966	550117
549968	550119
549969	550120
549974	550125
550001	550152
550010	550161
550034	550185
550056	550207
550057	550208
550060	550211
550076	550227
550078	550229
550080	550231
550081	550232
550085	550236
550101	550252
550102	550253
550106	550257
550148	550299
550160	550311
550176	550327
550181	550332
550185	550336
550186	550337
550189	550340
550200	550351
550208	550359
550258	550409
550260	550411
550308	550459
550370	550521
550385	550536
550391	550542
550402	550553
550434	550585
550451	550602
550460	550611
550465	550616
550562	550713
550567	550718
550583	550734
550592	550743
550617	550768
550625	550776
550659	550810
550681	550832
550682	550833
550705	550856
550724	550875
550746	550897
550760	550911
550761	550912
550783	550934
550786	550937
550794	550945
550795	550946
550799	550950
550810	550961
550814	550965
550833	550984
550838	550989
550844	550995
550846	550997
550867	551018
550872	551023
550877	551028
550886	551037
550894	551045
550895	551046
550930	551081
550949	551100
550966	551117
550987	551138
551011	551162
551019	551170
551020	551171
551028	551179
551033	551184
551041	551192
551047	551198
551088	551239
551099	551250
551114	551265
551119	551270
551181	551332
551197	551348
551220	551371
551224	551375
551235	551386
551237	551388
551239	551390
551250	551401
551251	551402
551268	551419
551270	551421
551274	551425
551280	551431
551295	551446
551322	551473
551351	551502
551376	551527
551379	551530
551395	551546
551401	551552
551406	551557
551432	551583
551434	551585
551445	551596
551446	551597
551452	551603
551465	551616
551488	551639
551489	551640
551498	551649
551503	551654
551512	551663
551519	551670
551527	551678
551537	551688
551544	551695
551558	551709
551560	551711
551583	551734
551623	551774
551636	551787
551666	551817
551719	551870
551720	551871
551740	551891
551781	551932
551840	551991
551850	552001
551873	552024
551874	552025
551887	552038
551892	552043
551894	552045
551903	552054
551908	552059
551958	552109
551996	552147
552000	552151
552023	552174
552030	552181
552046	552197
552060	552211
552067	552218
552073	552224
552099	552250
552110	552261
552111	552262
552122	552273
552147	552298
552149	552300
552152	552303
552155	552306
552166	552317
552167	552318
552171	552322
552178	552329
552179	552330
552182	552333
552191	552342
552210	552361
552227	552378
552229	552380
552242	552393
552243	552394
552258	552409
552303	552454
552304	552455
552323	552474
552362	552513
552375	552526
552404	552555
552425	552576
552430	552581
552439	552590
552465	552616
552483	552634
552526	552677
552537	552688
552538	552689
552572	552723
552594	552745
552604	552755
552694	552845
552724	552875
552755	552906
552792	552943
552820	552971
552826	552977
552864	553015
552869	553020
552889	553040
552895	553046
552911	553062
552925	553076
552941	553092
552949	553100
552959	553110
552980	553131
552981	553132
553010	553161
553026	553177
553030	553181
553050	553201
553087	553238
553104	553255
553124	553275
553137	553288
553146	553297
553162	553313
553163	553314
553166	553317
553247	553398
553257	553408
553294	553445
553298	553449
553309	553460
553335	553486
553361	553512
553388	553539
553394	553545
553405	553556
553411	553562
553414	553565
553439	553590
553458	553609
553459	553610
553463	553614
553464	553615
553467	553618
553469	553620
553472	553623
553479	553630
553481	553632
553483	553634
553490	553641
553494	553645
553496	553647
553498	553649
553500	553651
553502	553653
553505	553656
553509	553660
553521	553672
553523	553674
553529	553680
553539	553690
553572	553723
553578	553729
553579	553730
553601	553752
553605	553756
553611	553762
553632	553783
553652	553803
553656	553807
553658	553809
553662	553813
553695	553846
553706	553857
553713	553864
553731	553882
553736	553887
553739	553890
553766	553917
553776	553927
553778	553929
553784	553935
553793	553944
553799	553950
553808	553959
553825	553976
553840	553991
553856	554007
553868	554019
553877	554028
553889	554040
553897	554048
553907	554058
553911	554062
553916	554067
553954	554105
553976	554127
553991	554142
553993	554144
553994	554145
554003	554154
554004	554155
554012	554163
554016	554167
554018	554169
554035	554186
554039	554190
554043	554194
554047	554198
554063	554214
554081	554232
554083	554234
554085	554236
554094	554245
554102	554253
554111	554262
554129	554280
554139	554290
554149	554300
554157	554308
554182	554333
554214	554365
554223	554374
554240	554391
554249	554400
554266	554417
554270	554421
554290	554441
554308	554459
554340	554491
554341	554492
554362	554513
554374	554525
554394	554545
554396	554547
554406	554557
554424	554575
554428	554579
554432	554583
554443	554594
554451	554602
554455	554606
554459	554610
554464	554615
554474	554625
554483	554634
554486	554637
554494	554645
554509	554660
554515	554666
554525	554676
554526	554677
554527	554678
554532	554683
554539	554690
554541	554692
554547	554698
554552	554703
554559	554710
554563	554714
554565	554716
554571	554722
554610	554761
554612	554763
554616	554767
554644	554795
554646	554797
554652	554803
554653	554804
554662	554813
554671	554822
554680	554831
554701	554852
554712	554863
554724	554875
554758	554909
554759	554910
554770	554921
554776	554927
554797	554948
554799	554950
554808	554959
554817	554968
554819	554970
554822	554973
554825	554976
554849	555000
554852	555003
554863	555014
554883	555034
554889	555040
554956	555107
554969	555120
554986	555137
554994	555145
555042	555193
555049	555200
555057	555208
555106	555257
555108	555259
555110	555261
555126	555277
555162	555313
555177	555328
555183	555334
555208	555359
555215	555366
555221	555372
555222	555373
555276	555427
555282	555433
555283	555434
555290	555441
555334	555485
555366	555517
555373	555524
555377	555528
555378	555529
555389	555540
555476	555627
555492	555643
555520	555671
555559	555710
555565	555716
555566	555717
555574	555725
555629	555780
555646	555797
555665	555816
555672	555823
555680	555831
555708	555859
555720	555871
555737	555888
555753	555904
555775	555926
555792	555943
555830	555981
555844	555995
555856	556007
555871	556022
555883	556034
555888	556039
555889	556040
555894	556045
555895	556046
555927	556078
555940	556091
555957	556108
555974	556125
555978	556129
555979	556130
556005	556156
556020	556171
556026	556177
556057	556208
556064	556215
556085	556236
556095	556246
556102	556253
556103	556254
556107	556258
556111	556262
556122	556273
556131	556282
556141	556292
556142	556293
556150	556301
556168	556319
556175	556326
556212	556363
556224	556375
556235	556386
556244	556395
556277	556428
556302	556453
556319	556470
556364	556515
556365	556516
556373	556524
556377	556528
556386	556537
556401	556552
556410	556561
556421	556572
556431	556582
556432	556583
556438	556589
556443	556594
556455	556606
556470	556621
556480	556631
556484	556635
556490	556641
556492	556643
556508	556659
556527	556678
556545	556696
556552	556703
556559	556710
556562	556713
556571	556722
556573	556724
556574	556725
556577	556728
556580	556731
556583	556734
556584	556735
556594	556745
556601	556752
556604	556755
556608	556759
556635	556786
556659	556810
556666	556817
556669	556820
556672	556823
556675	556826
556682	556833
556683	556834
556697	556848
556698	556849
556712	556863
556713	556864
556717	556868
556718	556869
556721	556872
556726	556877
556739	556890
556744	556895
556749	556900
556755	556906
556765	556916
556770	556921
556775	556926
556780	556931
556784	556935
556794	556945
556799	556950
556805	556956
556811	556962
556814	556965
556822	556973
556836	556987
556846	556997
556862	557013
556883	557034
556901	557052
556907	557058
556923	557074
556946	557097
556970	557121
556975	557126
556994	557145
557008	557159
557010	557161
557014	557165
557018	557169
557027	557178
557036	557187
557052	557203
557075	557226
557089	557240
557110	557261
557115	557266
557121	557272
557127	557278
557159	557310
557169	557320
557172	557323
557174	557325
557180	557331
557234	557385
557238	557389
557242	557393
557245	557396
557255	557406
557262	557413
557267	557418
557284	557435
557291	557442
557292	557443
557293	557444
557300	557451
557302	557453
557305	557456
557309	557460
557312	557463
557316	557467
557320	557471
557321	557472
557323	557474
557326	557477
557353	557504
557359	557510
557363	557514
557366	557517
557372	557523
557375	557526
557380	557531
557388	557539
557404	557555
557406	557557
557415	557566
557428	557579
557431	557582
557460	557611
557463	557614
557469	557620
557473	557624
557478	557629
557481	557632
557497	557648
557510	557661
557518	557669
557524	557675
557537	557688
557544	557695
557557	557708
557589	557740
557594	557745
557595	557746
557609	557760
557615	557766
557622	557773
557637	557788
557644	557795
557651	557802
557656	557807
557657	557808
557672	557823
557690	557841
557696	557847
557699	557850
557700	557851
557716	557867
557720	557871
557826	557977
557827	557978
557828	557979
557829	557980
557861	558012
557868	558019
557913	558064
557928	558079
557929	558080
558017	558168
558021	558172
558038	558189
558057	558208
558062	558213
558063	558214
558064	558215
558078	558229
558083	558234
558094	558245
558107	558258
558114	558265
558130	558281
558132	558283
558139	558290
558151	558302
558157	558308
558177	558328
558186	558337
558187	558338
558197	558348
558217	558368
558235	558386
558239	558390
558265	558416
558273	558424
558285	558436
558297	558448
558298	558449
558303	558454
558306	558457
558331	558482
558338	558489
558379	558530
558381	558532
558385	558536
558393	558544
558446	558597
558459	558610
558471	558622
558517	558668
558524	558675
558566	558717
558582	558733
558601	558752
558624	558775
558659	558810
558671	558822
558689	558840
558702	558853
558718	558869
558719	558870
558761	558912
558778	558929
558787	558938
558819	558970
558827	558978
558867	559018
558888	559039
558933	559084
558948	559099
558974	559125
558989	559140
559018	559169
559063	559214
559090	559241
559107	559258
559127	559278
559146	559297
559155	559306
559174	559325
559228	559379
559246	559397
559271	559422
559276	559427
559299	559450
559312	559463
559359	559510
559368	559519
559369	559520
559371	559522
559375	559526
559378	559529
559383	559534
559386	559537
559388	559539
559389	559540
559398	559549
559407	559558
559417	559568
559418	559569
559421	559572
559427	559578
559437	559588
559456	559607
559478	559629
559487	559638
559497	559648
559500	559651
559502	559653
559519	559670
559538	559689
559540	559691
559550	559701
559559	559710
559565	559716
559568	559719
559578	559729
559584	559735
559599	559750
559625	559776
559634	559785
559648	559799
559649	559800
559656	559807
559662	559813
559671	559822
559686	559837
559697	559848
559718	559869
559728	559879
559735	559886
559763	559914
559769	559920
559774	559925
559783	559934
559799	559950
559811	559962
559823	559974
559842	559993
559849	560000
559861	560012
559866	560017
559868	560019
559878	560029
559888	560039
559893	560044
559909	560060
559913	560064
559916	560067
559918	560069
559927	560078
559933	560084
559934	560085
559940	560091
559976	560127
559991	560142
560027	560178
560042	560193
560050	560201
560058	560209
560073	560224
560088	560239
560095	560246
560103	560254
560111	560262
560116	560267
560123	560274
560145	560296
560153	560304
560164	560315
560168	560319
560183	560334
560192	560343
560200	560351
560216	560367
560238	560389
560242	560393
560267	560418
560272	560423
560290	560441
560312	560463
560319	560470
560326	560477
560333	560484
560337	560488
560363	560514
560373	560524
560383	560534
560389	560540
560399	560550
560400	560551
560421	560572
560442	560593
560443	560594
560447	560598
560453	560604
560458	560609
560462	560613
560474	560625
560480	560631
560492	560643
560504	560655
560511	560662
560518	560669
560544	560695
560559	560710
560567	560718
560578	560729
560593	560744
560594	560745
560595	560746
560596	560747
560608	560759
560613	560764
560618	560769
560663	560814
560666	560817
560726	560877
560728	560879
560739	560890
560747	560898
560752	560903
560762	560913
560810	560961
560811	560962
560816	560967
560828	560979
560844	560995
560845	560996
560854	561005
560860	561011
560881	561032
560889	561040
560890	561041
560904	561055
560919	561070
560938	561089
560939	561090
560956	561107
560957	561108
560976	561127
560983	561134
560989	561140
560996	561147
560997	561148
561000	561151
561029	561180
561032	561183
561041	561192
561045	561196
561046	561197
561052	561203
561061	561212
561087	561238
561094	561245
561099	561250
561100	561251
561103	561254
561104	561255
561108	561259
561116	561267
561121	561272
561126	561277
561131	561282
561160	561311
561177	561328
561181	561332
561190	561341
561195	561346
561199	561350
561224	561375
561225	561376
561242	561393
561276	561427
561292	561443
561298	561449
561310	561461
561322	561473
561323	561474
561327	561478
561340	561491
561358	561509
561371	561522
561395	561546
561408	561559
561412	561563
561417	561568
561438	561589
561448	561599
561453	561604
561484	561635
561495	561646
561511	561662
561515	561666
561519	561670
561531	561682
561532	561683
561538	561689
561557	561708
561563	561714
561579	561730
561587	561738
561588	561739
561596	561747
561622	561773
561631	561782
561635	561786
561639	561790
561664	561815
561678	561829
561683	561834
561690	561841
561694	561845
561695	561846
561701	561852
561707	561858
561713	561864
561719	561870
561724	561875
561736	561887
561743	561894
561754	561905
561760	561911
561766	561917
561772	561923
561777	561928
561783	561934
561789	561940
561799	561950
561812	561963
561816	561967
561819	561970
561826	561977
561827	561978
561840	561991
561854	562005
561861	562012
561862	562013
561868	562019
561890	562041
561894	562045
561899	562050
561908	562059
561929	562080
561936	562087
561955	562106
561959	562110
561966	562117
561984	562135
561988	562139
561997	562148
562006	562157
562013	562164
562017	562168
562023	562174
562029	562180
562061	562212
562081	562232
562091	562242
562100	562251
562110	562261
562136	562287
562155	562306
562168	562319
562200	562351
562212	562363
562240	562391
562255	562406
562264	562415
562271	562422
562277	562428
562284	562435
562285	562436
562292	562443
562314	562465
562329	562480
562335	562486
562359	562510
562372	562523
562390	562541
562398	562549
562404	562555
562415	562566
562427	562578
562432	562583
562489	562640
562508	562659
562513	562664
562520	562671
562561	562712
562562	562713
562568	562719
562569	562720
562581	562732
562582	562733
562595	562746
562600	562751
562612	562763
562627	562778
562645	562796
562677	562828
562691	562842
562692	562843
562708	562859
562722	562873
562757	562908
562782	562933
562800	562951
562801	562952
562829	562980
562968	563119
562969	563120
562996	563147
563024	563175
563047	563198
563062	563213
563103	563254
563114	563265
563207	563358
563343	563494
563347	563498
563397	563548
563401	563552
563431	563582
563460	563611
563481	563632
563502	563653
563570	563721
563588	563739
563684	563835
563740	563891
563762	563913
563791	563942
563820	563971
563848	563999
564014	564165
564030	564181
564035	564186
564050	564201
564084	564235
564164	564315
564181	564332
564202	564353
564231	564382
564284	564435
564296	564447
564299	564450
564303	564454
564309	564460
564316	564467
564323	564474
564331	564482
564335	564486
564340	564491
564348	564499
564360	564511
564361	564512
564370	564521
564385	564536
564399	564550
564404	564555
564439	564590
564461	564612
564462	564613
564467	564618
564483	564634
564504	564655
564509	564660
564523	564674
564538	564689
564559	564710
564575	564726
564589	564740
564595	564746
564598	564749
564653	564804
564688	564839
564744	564895
564770	564921
564773	564924
564820	564971
564824	564975
564847	564998
564868	565019
564876	565027
564877	565028
564915	565066
564918	565069
564919	565070
564922	565073
564923	565074
564932	565083
564946	565097
564953	565104
564965	565116
565001	565152
565003	565154
565009	565160
565024	565175
565069	565220
565086	565237
565088	565239
565129	565280
565133	565284
565178	565329
565209	565360
565230	565381
565247	565398
565255	565406
565261	565412
565262	565413
565269	565420
565276	565427
565301	565452
565325	565476
565329	565480
565376	565527
565391	565542
565414	565565
565421	565572
565425	565576
565434	565585
565445	565596
565466	565617
565493	565644
565513	565664
565514	565665
565518	565669
565527	565678
565562	565713
565581	565732
565588	565739
565603	565754
565605	565756
565607	565758
565615	565766
565625	565776
565642	565793
565643	565794
565687	565838
565701	565852
565721	565872
565726	565877
565731	565882
565741	565892
565766	565917
565794	565945
565815	565966
565819	565970
565839	565990
565840	565991
565868	566019
565911	566062
565935	566086
565947	566098
565954	566105
565964	566115
565977	566128
565995	566146
566002	566153
566022	566173
566052	566203
566122	566273
566163	566314
566182	566333
566216	566367
566229	566380
566240	566391
566261	566412
566265	566416
566277	566428
566303	566454
566325	566476
566329	566480
566360	566511
566363	566514
566364	566515
566381	566532
566404	566555
566450	566601
566453	566604
566455	566606
566463	566614
566495	566646
566507	566658
566512	566663
566589	566740
566600	566751
566628	566779
566631	566782
566635	566786
566637	566788
566641	566792
566648	566799
566654	566805
566657	566808
566672	566823
566683	566834
566695	566846
566714	566865
566724	566875
566745	566896
566799	566950
566806	566957
566862	567013
566863	567014
566885	567036
566897	567048
566936	567087
566971	567122
566980	567131
566993	567144
567020	567171
567026	567177
567042	567193
567050	567201
567051	567202
567059	567210
567073	567224
567092	567243
567093	567244
567117	567268
567138	567289
567141	567292
567149	567300
567151	567302
567154	567305
567164	567315
567177	567328
567181	567332
567185	567336
567197	567348
567205	567356
567208	567359
567215	567366
567218	567369
567221	567372
567224	567375
567235	567386
567243	567394
567244	567395
567255	567406
567260	567411
567263	567414
567271	567422
567274	567425
567278	567429
567282	567433
567324	567475
567332	567483
567362	567513
567370	567521
567379	567530
567397	567548
567411	567562
567414	567565
567436	567587
567452	567603
567457	567608
567461	567612
567487	567638
567495	567646
567502	567653
567525	567676
567536	567687
567565	567716
567579	567730
567614	567765
567615	567766
567626	567777
567632	567783
567633	567784
567635	567786
567638	567789
567642	567793
567650	567801
567656	567807
567660	567811
567667	567818
567674	567825
567675	567826
567678	567829
567682	567833
567687	567838
567691	567842
567701	567852
567706	567857
567746	567897
567750	567901
567754	567905
567780	567931
567796	567947
567805	567956
567806	567957
567812	567963
567813	567964
567828	567979
567838	567989
567862	568013
567863	568014
567868	568019
567916	568067
567938	568089
567955	568106
568006	568157
568029	568180
568037	568188
568055	568206
568081	568232
568094	568245
568104	568255
568136	568287
568145	568296
568205	568356
568210	568361
568211	568362
568212	568363
568223	568374
568227	568378
568266	568417
568269	568420
568273	568424
568308	568459
568315	568466
568317	568468
568354	568505
568373	568524
568375	568526
568376	568527
568393	568544
568394	568545
568429	568580
568431	568582
568443	568594
568444	568595
568453	568604
568455	568606
568457	568608
568472	568623
568499	568650
568500	568651
568514	568665
568523	568674
568531	568682
568539	568690
568583	568734
568607	568758
568614	568765
568630	568781
568651	568802
568654	568805
568663	568814
568665	568816
568672	568823
568673	568824
568690	568841
568691	568842
568708	568859
568757	568908
568806	568957
568822	568973
568828	568979
568835	568986
568866	569017
568868	569019
568880	569031
568924	569075
568947	569098
568956	569107
568961	569112
568977	569128
569003	569154
569025	569176
569040	569191
569055	569206
569058	569209
569064	569215
569079	569230
569082	569233
569092	569243
569120	569271
569158	569309
569176	569327
569187	569338
569206	569357
569207	569358
569209	569360
569214	569365
569215	569366
569226	569377
569240	569391
569276	569427
569291	569442
569293	569444
569299	569450
569306	569457
569321	569472
569339	569490
569346	569497
569356	569507
569362	569513
569382	569533
569388	569539
569391	569542
569413	569564
569430	569581
569437	569588
569457	569608
569468	569619
569477	569628
569482	569633
569485	569636
569487	569638
569502	569653
569510	569661
569516	569667
569517	569668
569537	569688
569567	569718
569573	569724
569578	569729
569603	569754
569610	569761
569614	569765
569618	569769
569624	569775
569635	569786
569640	569791
569644	569795
569650	569801
569660	569811
569673	569824
569682	569833
569732	569883
569747	569898
569766	569917
569774	569925
569782	569933
569785	569936
569794	569945
569804	569955
569813	569964
569818	569969
569825	569976
569828	569979
569847	569998
569852	570003
569857	570008
569868	570019
569876	570027
569881	570032
569883	570034
569907	570058
569945	570096
569946	570097
569958	570109
569961	570112
569971	570122
569977	570128
569980	570131
569992	570143
569997	570148
570019	570170
570063	570214
570073	570224
570083	570234
570089	570240
570099	570250
570101	570252
570106	570257
570120	570271
570121	570272
570131	570282
570135	570286
570144	570295
570148	570299
570155	570306
570164	570315
570168	570319
570176	570327
570177	570328
570186	570337
570194	570345
570203	570354
570221	570372
570222	570373
570252	570403
570317	570468
570318	570469
570363	570514
570365	570516
570367	570518
570377	570528
570380	570531
570381	570532
570382	570533
570404	570555
570406	570557
570413	570564
570425	570576
570466	570617
570468	570619
570490	570641
570534	570685
570550	570701
570555	570706
570568	570719
570569	570720
570578	570729
570588	570739
570594	570745
570608	570759
570650	570801
570670	570821
570697	570848
570701	570852
570705	570856
570722	570873
570741	570892
570781	570932
570813	570964
570836	570987
570844	570995
570897	571048
570908	571059
570919	571070
570925	571076
570926	571077
570960	571111
570964	571115
570988	571139
571018	571169
571028	571179
571038	571189
571047	571198
571096	571247
571107	571258
571136	571287
571150	571301
571158	571309
571159	571310
571226	571377
571234	571385
571247	571398
571255	571406
571284	571435
571314	571465
571315	571466
571320	571471
571358	571509
571373	571524
571419	571570
571420	571571
571446	571597
571465	571616
571513	571664
571528	571679
571566	571717
571572	571723
571597	571748
571607	571758
571629	571780
571646	571797
571651	571802
571666	571817
571671	571822
571692	571843
571704	571855
571719	571870
571740	571891
571771	571922
571786	571937
571809	571960
571810	571961
571819	571970
571846	571997
571859	572010
571879	572030
571882	572033
571886	572037
571896	572047
571913	572064
571948	572099
571962	572113
571964	572115
571972	572123
571999	572150
572013	572164
572021	572172
572066	572217
572070	572221
572081	572232
572092	572243
572093	572244
572118	572269
572131	572282
572136	572287
572165	572316
572195	572346
572235	572386
572247	572398
572276	572427
572280	572431
572322	572473
572327	572478
572331	572482
572347	572498
572360	572511
572366	572517
572371	572522
572374	572525
572377	572528
572383	572534
572390	572541
572397	572548
572403	572554
572408	572559
572415	572566
572424	572575
572441	572592
572450	572601
572457	572608
572475	572626
572480	572631
572490	572641
572496	572647
572517	572668
572527	572678
572531	572682
572537	572688
572558	572709
572563	572714
572591	572742
572601	572752
572636	572787
572646	572797
572650	572801
572660	572811
572689	572840
572698	572849
572716	572867
572737	572888
572746	572897
572760	572911
572774	572925
572780	572931
572798	572949
572809	572960
572815	572966
572825	572976
572839	572990
572868	573019
572888	573039
572913	573064
572915	573066
572982	573133
572985	573136
572991	573142
572997	573148
573003	573154
573006	573157
573011	573162
573017	573168
573022	573173
573026	573177
573036	573187
573042	573193
573048	573199
573053	573204
573069	573220
573075	573226
573078	573229
573090	573241
573094	573245
573098	573249
573101	573252
573102	573253
573104	573255
573105	573256
573112	573263
573120	573271
573124	573275
573127	573278
573132	573283
573162	573313
573184	573335
573236	573387
573267	573418
573296	573447
573304	573455
573322	573473
573329	573480
573342	573493
573358	573509
573387	573538
573388	573539
573396	573547
573397	573548
573408	573559
573440	573591
573509	573660
573597	573748
573638	573789
573650	573801
573654	573805
573657	573808
573658	573809
573666	573817
573684	573835
573938	574089
573959	574110
573979	574130
574011	574162
574031	574182
574044	574195
574120	574271
574146	574297
574171	574322
574181	574332
574278	574429
574300	574451
574363	574514
574371	574522
574448	574599
574493	574644
574527	574678
574530	574681
574579	574730
574585	574736
574628	574779
574662	574813
574700	574851
574710	574861
574729	574880
574734	574885
574776	574927
574779	574930
574803	574954
574860	575011
574953	575104
575009	575160
575011	575162
575046	575197
575220	575371
575294	575445
575295	575446
575305	575456
575307	575458
575319	575470
575321	575472
575340	575491
575342	575493
575352	575503
575355	575506
575375	575526
575390	575541
575395	575546
575398	575549
575400	575551
575401	575552
575410	575561
575414	575565
575415	575566
575419	575570
575424	575575
575426	575577
575428	575579
575431	575582
575442	575593
575452	575603
575468	575619
575474	575625
575483	575634
575488	575639
575498	575649
575507	575658
575513	575664
575518	575669
575524	575675
575534	575685
